Applicant_Name,Sector,Patent_Families,First_Year,Last_Year,Person_IDs,Rank,Family_ID_List
AMIRAV AVIV,Individual,1,2000,2000,3,12318,[11074790]
AMJ,Company,1,2023,2023,1,12319,[94385750]
AMO REIKO,Individual,1,2023,2023,1,12320,[91958429]
AN CHONGYI,Individual,1,2006,2006,1,12321,[38700509]
ALONSO POZA ROBERTO,Individual,1,2006,2006,1,12322,[39167899]
ALSTOM TECHNOLOGY,Company,1,2011,2011,3,12323,[46172895]
"ALTERNA MATERIALS, INC.",Individual,1,2023,2023,1,12324,[94375466]
ALUMI OKEN,Company,1,2009,2009,1,12325,[44232742]
ALUS COMPANY,Company,1,2023,2023,1,12326,[92586611]
ALVEO ENERGY,Company,1,2013,2013,4,12327,[51687004]
"ALVES MARTINS, Cauê",Individual,1,2022,2022,1,12328,[87936829]
AMALYST,Company,1,2016,2016,2,12329,[55697751]
ZHANG CHI,Individual,1,2009,2009,1,12330,[42053211]
ZHANG FAEN,Individual,1,2006,2006,1,12331,[38915285]
ZHANG FAN,Individual,1,2021,2021,1,12332,[78387167]
ZHANG FUBING,Company,1,2023,2023,1,12333,[86968701]
ZHANG HAIYANG,Individual,1,2006,2006,1,12334,[38798020]
ZHANG HONGKAI,Individual,1,2016,2016,2,12335,[57106518]
ALLIED TECHFINDERS COMPANY,Company,1,2015,2015,1,12336,[57992422]
ALMAX,Company,1,2017,2017,1,12337,[63715511]
ZHANG YI,Individual,1,2013,2013,1,12338,[53451265]
ZHANG YONGCHANG,Individual,1,2015,2015,1,12339,[53924951]
ZHANG YU,Individual,1,2016,2016,1,12340,[61264216]
ZHANG YUNHE,Individual,1,2018,2018,1,12341,[66224921]
ZHANG ZHAO,Individual,1,2008,2008,1,12342,[42446402]
ZHANG ZHE,Individual,1,2017,2017,1,12343,[58859246]
ZHANG ZHIHAO,Individual,1,2022,2022,1,12344,[84304949]
"ZHANG, SHANRONG",Individual,1,2019,2019,1,12345,[69787391]
ZHANG WENMEI,Individual,1,2016,2016,1,12346,[58376689]
ZHANG WUAN,Individual,1,2016,2016,1,12347,[57166859]
ZHANG XIANG,Individual,1,2005,2005,1,12348,[37579886]
ZHANG XINGBIN,Individual,1,2020,2020,1,12349,[73826372]
ZHANG XUANWEI,Individual,1,2009,2009,1,12350,[42399531]
ZHANG XURAN,Individual,1,2014,2014,1,12351,[51304206]
ZHANG YAN,Individual,1,2022,2022,1,12352,[81108290]
ZHANG YANXI,Individual,1,2002,2002,1,12353,[33746771]
ZHANG RUNZE,Individual,1,2011,2011,1,12354,[45982194]
ZHANG SHAN,Company,1,2022,2022,1,12355,[85394698]
ZHANG SHAOFENG,Individual,1,2009,2009,1,12356,[42483992]
ZHANG SHAOWEI,Individual,1,2016,2016,1,12357,[57163323]
ZHANG SHIWEN,Individual,1,2010,2010,2,12358,[43840397]
ZHANG SONG,Individual,1,2016,2016,1,12359,[57785313]
ZHANG WEIPING,Individual,1,2011,2011,1,12360,[45968101]
ZHANG WENJU,Individual,1,2016,2016,1,12361,[58376689]
ZHANG JINSHAN,Individual,1,2023,2023,1,12362,[89548342]
ZHANG JIYING,Individual,1,2005,2005,1,12363,[37965131]
ZHANG KE,Individual,1,2013,2013,1,12364,[49732417]
ZHANG LIANG,Individual,1,2016,2016,1,12365,[56222635]
ZHANG LICHENG,Individual,1,2010,2010,1,12366,[42594798]
ZHANG LIDAO,Individual,1,2009,2009,1,12367,[41103433]
ZHANG MINGZHI,Individual,1,2009,2009,1,12368,[42399531]
ZHANG RUNHENG,Individual,1,2003,2003,1,12369,[34286087]
ZHAOJIN MINING INDUSTRY COMPANY,Company,1,2018,2018,1,12370,[65962965]
ZHAOQING UNIVERSITY,University,1,2022,2022,1,12371,[86549671]
ZHAOQING WANWEI NEW MATERIAL TECHNOLOGY COMPANY,Company,1,2022,2022,1,12372,[86549671]
ZHEJIANG A & F UNIVERSITY,University,1,2020,2020,1,12373,[70562915]
ZHEJIANG AGRICULTURAL BUSINESS COLLEGE,University,1,2017,2017,1,12374,[59433426]
ZHEJIANG AIERKA KITCHEN AND BATH SCIENCE & TECHNOLOGY COMPANY,Company,1,2019,2019,1,12375,[71507119]
ZHEJIANG ASTRONERGY NEW ENERGY DEVELOPMENT COMPANY,Company,1,2018,2018,1,12376,[65252562]
ZHEJIANG BENDE NEW ENERGY TECHNOLOGY COMPANY,Company,1,2022,2022,1,12377,[84594718]
ZHAO WENZHOU,Individual,1,2016,2016,1,12378,[58515178]
ZHAO XIRUI,Individual,1,2011,2011,1,12379,[45485118]
ZHAO YUJIE,Individual,1,2016,2016,1,12380,[57362423]
ZHAO YUN,Individual,1,2020,2020,1,12381,[78468372]
ZHAO YUPING,Individual,1,2012,2012,1,12382,[47131368]
ZHAO YUXIN,Individual,1,2002,2002,1,12383,[33751649]
ZHAO ZHENXIAO,Company,1,2021,2021,1,12384,[81960298]
ZHAO ZHIXUE,Individual,1,2018,2018,1,12385,[67195755]
ZHAO HOUJUN,Individual,1,2003,2003,1,12386,[34333441]
ZHAO HUANJUAN,Company,1,2023,2023,1,12387,[87404790]
ZHAO JIE,Individual,1,2018,2018,1,12388,[64863139]
ZHAO MINGSHENG,Company,1,2021,2021,1,12389,[81096241]
ZHAO QINGHUA,Individual,1,2022,2022,1,12390,[85394698]
ZHAO SHIFENG,Company,1,2020,2020,1,12391,[74095420]
ZHAO SHIFENG,Individual,1,2020,2020,1,12392,[74095420]
ZHAO WEIMIN,Individual,1,2020,2020,1,12393,[73564344]
ZHANGJIAGANG BAIKUN MATERIALS COMPANY,Company,1,2018,2018,1,12394,[62741571]
ZHANGJIAGANG HUAYANG METAL PRODUCTS COMPANY,Company,1,2010,2010,1,12395,[46090350]
ZHANGJIAGANG SMARTGRID FANGHUA ELECTRICAL ENERGY STORAGE RESEARCH INSTITUTE COMPANY,Company,1,2021,2021,1,12396,[77222355]
ZHANGJIAGANG ZHENXIN PRINTING AND DYEING COMPANY,Company,1,2015,2015,1,12397,[55465066]
ZHANGJIAKOU CAPITAL TRAFFIC FELL NEW ENERGY LIMITED COMPANY,Company,1,2021,2021,1,12398,[81464621]
ZHANGJIAKOU POWER SUPPLY COMPANY OF STATE GRID JINBEI ELECTRIC POWER COMPANY,Company,1,2023,2023,1,12399,[86812945]
ZHAO GUIHUA,Individual,1,2014,2014,1,12400,[53259058]
ZHAO HONGSHAN,Company,1,2021,2021,1,12401,[79238203]
ALL MY RELATIONS,Company,1,2005,2005,4,12402,[37963020]
"ALLEMAND, ALEXANDRE",Individual,1,2010,2010,2,12403,[43278992]
ZHEJIANG BRITECH COMPANY,Company,1,2016,2016,1,12404,[57531044]
ZHEJIANG CHENYANG NEW MATERIAL COMPANY,Company,1,2018,2018,1,12405,[65469452]
ZHEJIANG CHINT NEW ENERGY DEVELOPMENT COMPANY,Company,1,2022,2022,1,12406,[86195620]
"ZHEJIANG DISINFEKT BIOTECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12407,[76816846]
ZHEJIANG ENERGY JIAHUA POWER GENERATION COMPANY,Company,1,2019,2019,1,12408,[67419692]
"ZHEJIANG FREE TRADE ZONE SHENZHOU ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12409,[77321461]
ALAN PATRICK CASEY,Individual,1,2001,2001,1,12410,[3832658]
"ALCANTARA, JR., Alfredo P",Company,1,2021,2021,1,12411,[94435685]
ALEKSANDR SMUSHKOVICH,Individual,1,2006,2006,1,12412,[37102657]
ALES NAVOTNIK,Company,1,2009,2009,1,12413,[43903045]
ALEXANDRU TORDAI,Company,1,2013,2013,1,12414,[50552643]
"ALGOSHARES CO., LTD.",Individual,1,2021,2021,1,12415,[81872047]
"ALIA, SHAUN",Individual,1,2011,2011,2,12416,[48745522]
ALKAMEDI COMPANY,Company,1,2018,2018,1,12417,[70472228]
AKTIEBOLAGET SCARAB DEVELOPMENT,Company,1,2021,2021,1,12418,[83113032]
AKTSIONERNOE OBSHCHESTVO 'ALMET',Company,1,2021,2021,1,12419,[76823067]
AKTSIONERNOE OBSHCHESTVO 'UPRAVLYAYUSHCHAYA KOMPANIYA 'AKTSENT',Company,1,2018,2018,1,12420,[64753411]
AKZONOBEL,Company,1,2008,2008,4,12421,[40599635]
"AL-SADAH, JIHAD HASSAN",Individual,1,2009,2009,1,12422,[42782778]
"AL-SALEH, MUHAMMAD, A.",Individual,1,2011,2011,1,12423,[46160915]
"AL-SHAHRANI, FAHRAN, M.",Individual,1,2005,2005,2,12424,[37418077]
ALAKA'I TECHNOLOGIES,Company,1,2021,2021,1,12425,[82322813]
"ZHEJIANG BENYUAN CHUNQING TECHNOLOGY GROUP CO., LTD.",Company,1,2023,2023,1,12426,[91516846]
AJOU MOTOR COLLEGE RESEARCH & BUSINESS FOUNDATION,University,1,2022,2022,1,12427,[87567077]
AJOU UNIVERSITY,University,1,2018,2018,1,12428,[71121279]
"AKASAKA, YOSHIHIRO",Individual,1,2011,2011,1,12429,[46854497]
AKITA PREFECTURE,Individual,1,2015,2015,1,12430,[56559635]
"AKKERMAN, MARK RICHARD",Individual,1,2009,2009,1,12431,[42353369]
AKOSTA ESTRADA MARSELO,Individual,1,2012,2012,1,12432,[49300015]
AKOZEPTA,Company,1,2009,2009,1,12433,[42556549]
ZHEJIANG QIMING ELECTRIC POWER GROUP COMPANY,Company,1,2023,2023,1,12434,[89465558]
"ZHEJIANG QINGHAO HEALTH TECHNOLOGY DEVELOPMENT CO., LTD.",Healthcare/Hospital,1,2023,2023,1,12435,[87737423]
"ZHEJIANG RONGYUE ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12436,[86118702]
ZHEJIANG RUNFENG ENERGY ENGINEERING COMPANY,Company,1,2013,2013,1,12437,[50811976]
ZHEJIANG RUNFENG ENERGY GROUP COMPANY,Company,1,2022,2022,1,12438,[84172864]
ZHEJIANG RUNHANG NEW ENERGY TECHNOLOGY COMPANY,Company,1,2012,2012,1,12439,[47344054]
ZHEJIANG SCIENCSYS INFORMATION TECHNOLOGY COMPANY,Company,1,2018,2018,1,12440,[66305079]
"ZHEJIANG SHUNYI SHILIAN TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12441,[85442057]
ZHEJIANG KAISN FLUOROCHEMICAL COMPANY,Company,1,2014,2014,1,12442,[52403259]
ZHEJIANG LAB,Company,1,2023,2023,1,12443,[86878186]
"ZHEJIANG LVCHU TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12444,[90646780]
ZHEJIANG MARINE DEVELOPMENT RESEARCH INSTITUTE,Government/Non-Profit,1,2011,2011,1,12445,[46698798]
ZHEJIANG MINGXEU HYDROGEN ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,12446,[80513921]
ZHEJIANG NUOSHUI TECHNOLOGY DEVELOPMENT COMPANY,Company,1,2023,2023,1,12447,[92375646]
ZHEJIANG PROVINCE PRIME TECHNOLOGY COMPANY,Company,1,2010,2010,1,12448,[43600298]
ZHEJIANG PROVINCE PUJIANG COUNTY CHANGDA COMPANY,Company,1,2023,2023,1,12449,[87105713]
"ZHEJIANG INDUSTRIAL RESEARCH INSTITUTE DEVELOPMENT CO., LTD.",Research Institution,1,2021,2021,1,12450,[77811048]
ZHEJIANG INSTITUTE OF MECHANICAL & ELECTRICAL ENGINEERING,University,1,2011,2011,1,12451,[44446818]
ZHEJIANG JIANFENG HEALTH TECH. COMPANY,Company,1,2018,2018,1,12452,[65534850]
ZHEJIANG JIEHUA ENVIRONMENTAL PROTECTION SCIENCE & TECHNOLOGY COMPANY,Company,1,2004,2004,1,12453,[35047384]
ZHEJIANG JINFANDA BIOCHEMICAL COMPANY,Company,1,2008,2008,1,12454,[40536833]
ZHEJIANG JINGLIJIE ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2022,2022,1,12455,[82244560]
ZHEJIANG JISHAN PRINTING&DYEING COMPANY,Company,1,2018,2018,1,12456,[67285938]
ZHEJIANG JITAI NEW MATERIALS COMPANY,Company,1,2021,2021,1,12457,[78586871]
"ZHEJIANG GAOCHENG GREEN ENERGY TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12458,[81249652]
ZHEJIANG GAOSHENG SOLAR THERMAL POWER TECHNOLOGY RESEARCH INSTITUTE COMPANY,Company,1,2023,2023,1,12459,[90646780]
ZHEJIANG GUOQING ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2021,2021,1,12460,[78795285]
ZHEJIANG HELEN PLASTIC COMPANY,Company,1,2017,2017,1,12461,[62878594]
ZHEJIANG HESHENG SILICON INDUSTRY COMPANY,Company,1,2011,2011,1,12462,[44775962]
ZHEJIANG HUALI ENVIRONMENT TECHNOLOGY COMPANY,Company,1,2019,2019,1,12463,[73535270]
ZHEJIANG HUAYOU COBALT INDUSTRY COMPANY,Company,1,2012,2012,1,12464,[47026366]
ZHEJIANG HUTU PHARMCHEM COMPANY,Company,1,2020,2020,1,12465,[75349986]
ZHEJIANG TIANENERGY HYDROGEN ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2022,2022,1,12466,[81899104]
ZHEJIANG TIANXIANG ENVIRONMENTAL SERVICE COMPANY,Company,1,2023,2023,1,12467,[91663510]
ZHEJIANG UNIVERSITY HANGZHOU INTERNATIONAL KOCH CENTER,University,1,2021,2021,1,12468,[80824794]
ZHEJIANG UNIVERSITY HANGZHOU INTERNATIONAL SCIENCE AND TECHNOLOGY INNOVATION CENTER,University,1,2023,2023,1,12469,[87326561]
ZHEJIANG WINDEY COMPANY,Company,1,2023,2023,1,12470,[89284147]
ZHEJIANG XIANGYING CENTRAL KITCHEN EQUIPMENT COMPANY,Company,1,2019,2019,1,12471,[71457463]
ZHEJIANG XINSHI TECHNOLOGY STOCK COMPANY,Company,1,2012,2012,1,12472,[47703850]
ZHEJIANG XUPEIZHENG INDUSTRY LIMITED COMPANY,Company,1,2022,2022,1,12473,[81917685]
AIR LIQUIDE JAPAN,Company,1,2003,2003,1,12474,[34045970]
"AIR PRODUCTS AND CHEMICALS, INC AIR PRODUCTS AND CHEMICALS, INC",Company,1,2021,2021,1,12475,[82016180]
AIRBUS DEUTSCHLAND,Company,1,2006,2006,1,12476,[40735865]
AIRBUS DS,Company,1,2013,2013,2,12477,[47750539]
AIRCELLE,Company,1,2013,2013,1,12478,[49578433]
AIRWARS DEFENSE,Company,1,2007,2007,1,12479,[40229357]
AIRXONE LIMITED,Company,1,2020,2020,2,12480,[80490550]
AISIN SEIKI COMPANY,Company,1,2019,2019,3,12481,[75445907]
AHMET OGRAS,Individual,1,2000,2000,1,12482,[7949831]
"AHN, JUNG SIK",Individual,1,2022,2022,1,12483,[88019955]
"AICHIER (BEIJING) TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12484,[86475872]
AIHARA KOICHI,Individual,1,2003,2003,1,12485,[33028143]
AIKEN KOGYO,Company,1,2000,2000,1,12486,[18583472]
"AIQU AIOUDA HEALTH TECHNOLOGY (WUXI) CO., LTD.",Healthcare/Hospital,1,2023,2023,1,12487,[93428983]
AIR COMPANY HOLDINGS,Company,1,2017,2017,3,12488,[64950314]
AIR FORCE SERVICE COLLEGE OF THE CHINESE PEOPLE'SLIBERATION ARMY,University,1,2023,2023,1,12489,[90074794]
ZHEJIANG SHUREN UNIVERSITY;ZHEJIANG UNIVERSITY,University,1,2007,2007,1,12490,[39954304]
ZHEJIANG SOUTHEAST METAL SHEET COMPANY,Company,1,2016,2016,1,12491,[58223297]
ZHEJIANG SUPCON SCIENTIFIC INSTRUMENT COMPANY,Company,1,2022,2022,1,12492,[85491384]
"ZHEJIANG TAINENG NEW MATERIAL CO., LTD.",Company,1,2023,2023,1,12493,[87019174]
AHILAN RAMAN,Individual,1,2006,2006,1,12494,[38596165]
"AHLES, JOHN GLEN",Individual,1,2007,2007,2,12495,[40329129]
AHMAD MOHAMMAD,Individual,1,2003,2003,1,12496,[34199535]
AHMED MOHAMED ISMAIL MOHAMED,Individual,1,2014,2014,1,12497,[51495009]
ZHENGZHOU HANYINGQUAN ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,1,2023,2023,1,12498,[87659620]
ZHENGZHOU HENGBO ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2019,2019,1,12499,[71397256]
"ZHENGZHOU HUAHAN TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12500,[88815357]
ZHENGZHOU INSTITUTE OF EMERGING INDUSTRIAL TECHNOLOGY,Government/Non-Profit,1,2022,2022,1,12501,[82909172]
ZHENGZHOU JIANCHENG ENERGY TECHNOLOGY COMPANY,Company,1,2019,2019,1,12502,[70406073]
ZHENGZHOU LIGHT INDUSTRY UNIVERSITY,University,1,2022,2022,1,12503,[81262134]
ZHENGZHOU MINGTAI MEDICAL EQUIPMENT COMPANY,Company,1,2022,2022,1,12504,[83494792]
ZHENGZHOU NON-FERROUS METALS RESEARCH INSTITUTE CO.LTD OF CHALCO,Research Institution,1,2023,2023,3,12505,[88220494]
ZHENG QINGGUI,Individual,1,2009,2009,1,12506,[43231806]
ZHENG WENQING,Individual,1,2022,2022,1,12507,[82926993]
ZHENG XIAHUI,Individual,1,2016,2016,1,12508,[56835509]
ZHENG YAJIE,Individual,1,2009,2009,1,12509,[42432598]
ZHENG YONGQIN,Individual,1,2011,2011,1,12510,[44577007]
ZHENG YUE,Company,1,2003,2003,1,12511,[34285358]
"ZHENGHE AEROSPACE (BEIJING) TECHNOLOGY DEVELOPMENT CO., LTD.",Company,1,2022,2022,1,12512,[87175884]
ZHENGTAI NEW MATERIALS TECHNOLOGY COMPANY,Company,1,2022,2022,1,12513,[83751812]
ZHEJIANG ZHENENG AEROSPACE HYDROGEN ENERGY TECHNOLOGY COMPANY,Company,1,2022,2022,1,12514,[86115477]
"ZHEJIANG ZHENGBEN NEW MATERIAL CO., LTD.",Company,1,2022,2022,1,12515,[82376078]
ZHEJIANG ZHENGTAI NEW ENERGY DEVELOPMENT LIMITED COMPANY,Company,1,2021,2021,1,12516,[80863597]
ZHEJIANG ZHENYOU ELECTRONICS COMPANY,Company,1,2016,2016,1,12517,[57293347]
ZHEJIANG ZHONGNING SILICON INDUSTRY COMPANY,Company,1,2022,2022,1,12518,[85054962]
ZHENG ATLAS (BEIJING) HYDROGEN ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,12519,[81496167]
ZHENG JIAPIN,Individual,1,2016,2016,1,12520,[59393212]
ZHENG PENGHUA,Individual,1,2010,2010,1,12521,[43582169]
ZHEJIANG YICHEN HARDWARE COMPANY,Company,1,2017,2017,1,12522,[61202924]
ZHEJIANG YIDI MEMBRANE EQUIPMENT COMPANY,Company,1,2017,2017,1,12523,[62759875]
ZHEJIANG YONGBAO ENVIRONMENT TECHNOLOGY COMPANY,Company,1,2019,2019,1,12524,[70252440]
ZHEJIANG YONGBAO ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2020,2020,1,12525,[74342266]
ZHEJIANG YONGQUAN CHEMISTRY COMPANY,Company,1,2011,2011,1,12526,[44806839]
ZHEJIANG YUTAI AUTO PARTS COMPANY,Company,1,2018,2018,1,12527,[64351832]
"ZHEJIANG YUXUN ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12528,[89637932]
"ZHEJIANG ZHAOJING NEW MATERIAL TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12529,[90063108]
"AGRICULTURAL PRODUCT PROCESSING INSTITUTE, YUNNAN ACADEMY OF AGRICULTURAL SCIENCES",Government/Non-Profit,1,2022,2022,1,12530,[84096793]
AGRO ANGELO,Company,1,2018,2018,1,12531,[63014286]
"AGRO, ANGELO",Individual,1,2018,2018,4,12532,[63014286]
"AGRO-ENVIRONMENT PROTECTION INSTITUTION, MINISTRY OF AGRICULTURE AND RURAL AFFAIRS",Government/Non-Profit,1,2023,2023,1,12533,[85761661]
"AGUERO, Juan Carlos",Individual,1,2020,2020,1,12534,[79555110]
"AGÜERO, JUAN CARLOS",Individual,1,2020,2020,1,12535,[79555110]
ZHENGZHOU ZHONGSHI CELL TECHNOLOGY COMPANY,Company,1,2011,2011,1,12536,[44890605]
"ZHENJIANG EMBELLISH CRYSTAL HIGH PURITY CHEMICAL TECHNOLOGY CO., LTD.",Company,1,2022,2022,1,12537,[83425509]
"AGGELOPOULOS, TASOS",Individual,1,2010,2010,1,12538,[45816481]
"AGILA GALVEZ, WILTON-EDISON",Individual,1,2006,2006,1,12539,[38458690]
"AGLADZE, GEORGE",Individual,1,2008,2008,1,12540,[79330783]
AGNELETTI CLAUDE,Company,1,2017,2017,1,12541,[59930386]
AGNIEVYJ KOM,Company,1,2002,2002,1,12542,[29777411]
AGNIEVYJ KOMBINAT,Company,1,2000,2000,1,12543,[20237350]
"AGRAWAL, RAKESH",Individual,1,2006,2006,2,12544,[39184499]
"AGRAWAL, SHANTANU MR",Individual,1,2020,2020,1,12545,[69412725]
AEROSPACE NEW LONG MARCH ELECTRIC VEHICLE TECHNOLOGY COMPANY,Company,1,2013,2013,1,12546,[53316616]
AFC ENERGY,Company,1,2013,2013,1,12547,[48627419]
AFFILIATED HOSPITAL OF ZUNYI MEDICAL UNIVERSITY,University,1,2023,2023,1,12548,[90500985]
AFFIN,Company,1,2021,2021,1,12549,[86397556]
"AGANYAN, HAKOP",Individual,1,2013,2013,1,12550,[52280421]
AGATOS GREEN POWER,Company,1,2012,2012,2,12551,[47278420]
"AGENZIA NAZIONALE PER LE NUOVE TECN OLOGIE, L'ENER",Government/Non-Profit,1,2013,2013,1,12552,[49035831]
"AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE (ENEA)",Government/Non-Profit,1,2013,2013,1,12553,[49035831]
ZHENGZHOU QINGYUAN ENVIRONMENTAL PROTECTION SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,1,2021,2021,1,12554,[81154320]
ZHENGZHOU RESEARCH INSTITUTE FOR ABRASIVES & GRINDING,Company,1,2014,2014,1,12555,[52606944]
ZHENGZHOU YUTONG BUS COMPANY,Company,1,2015,2015,1,12556,[56213031]
ADVONEX INTERNATIONAL CORP.,Government/Non-Profit,1,2021,2021,1,12557,[82901278]
AECC COMMERCIAL AIRCRAFT ENGINE COMPANY,Company,1,2019,2019,1,12558,[70408686]
AEHROPRIBOR,Company,1,2009,2009,1,12559,[45785833]
AEROSPACE CHANGZHENG ENGINEERING COMPANY,Company,1,2022,2022,1,12560,[84886324]
AEROSPACE KAITIAN ENVIRONMENTAL TECHNOLOGY COMPANY,Company,1,2018,2018,1,12561,[64823337]
"ZHONGQUAN FOOD (FUJIAN) CO., LTD.",Company,1,2023,2023,1,12562,[87133241]
"ZHONGRONG SHENGYU ENTERPRISE MANAGEMENT (YUNNAN) CO., LTD.",Company,1,2022,2022,1,12563,[84558466]
ZHONGSHAN AIKE INTELLIGENT TECHNOLOGY COMPANY,Company,1,2017,2017,1,12564,[62480238]
ZHONGSHAN CITY LIFFMAN ELECTRIC APPLIANCE LIMITED COMPANY,Company,1,2021,2021,1,12565,[81175944]
ZHONGSHAN CITY WO CITY SCIENCE AND TECHNOLOGY CO.,Company,1,2022,2022,1,12566,[81720041]
ZHONGSHAN COLLEGE OF ELECTRONIC SCIENCE AND TECHNOLOGY UNIVERSITY,University,1,2022,2022,1,12567,[83615770]
ZHONGSHAN HONGHAI INNOVATION TECHNOLOGY COMPANY,Company,1,2016,2016,1,12568,[57115106]
ZHONGSHAN HUANNENG ELECTRONICS COMPANY,Company,1,2010,2010,1,12569,[43452945]
ZHONGKE ZHUBO ENVIRONMENTAL PROTECTION TECHNOLOGY DEVELOPMENT COMPANY,Company,1,2017,2017,1,12570,[60468891]
ZHONGKEFUHAI (ZHONGSHAN) CRYOGENIC EQUIPMENT MANUFACTURING COMPANY,Company,1,2022,2022,1,12571,[84896851]
"ZHONGNENG BICHENG ENVIRONMENTAL TECHNOLOGY (BEIJING) CO., LTD.",Company,1,2022,2022,1,12572,[84503050]
"ZHONGPU XINKE (LIAONING) ENERGY SAVING ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12573,[89155756]
"ZHONGQIN TAIKANG TECHNOLOGY ENERGY GROUP (PUYANG) CO., LTD.",Company,1,2023,2023,1,12574,[92440411]
"ZHONGQING GREEN ENERGY TECHNOLOGY (BEIJING) CO., LTD.",Company,1,2023,2023,1,12575,[88384580]
"ZHONGQINGYUN (ZHEJIANG) LIFE TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12576,[79990511]
"ZHONGQIYUAN (JIANGSU) NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12577,[88127769]
ZHONGHAO CHENGUANG RESEARCH INSTITUTE OF CHEMICALINDUSTRY,Company,1,2015,2015,1,12578,[58815047]
ZHONGJIAN CHENGKAI CONSTRUCTION GROUP COMPANY,Company,1,2015,2015,1,12579,[53960356]
"ZHONGKE HYDROGEN TECHNOLOGY (FOSHAN) CO., LTD.",Company,1,2022,2022,1,12580,[83644110]
ZHONGKE JINGTOU ENVIRONMENT TECHNOLOGY JIANGSU COMPANY,Company,1,2017,2017,1,12581,[59193850]
ZHONGKE JINGTOU ENVIRONMENTAL TECHNOLOGY JIANGSU COMPANY,Company,1,2017,2017,1,12582,[61328609]
ZHONGKE NANJING GREEN MANUFACTURING INDUSTRY INNOVATION RESEARCH INSTITUTE,Research Institution,1,2022,2022,1,12583,[84007832]
"ZHONGKE QUANTUM INTELLIGENT TECHNOLOGY (SHENZHEN) CO., LTD.",Company,1,2022,2022,1,12584,[85624670]
ZHONGKE ZHIHUAN (BEIJING) TECHNOLOGY COMPANY,Company,1,2023,2023,1,12585,[88705471]
ZHENJIANG HEYUN INDUSTRIAL WASTEWATER TREATMENT COMPANY,Company,1,2019,2019,1,12586,[70585704]
ZHENJIANG JIXIANG ENERGY SAVING EQUIPMENT MANUFACTURING PLANT,Company,1,2013,2013,1,12587,[50538196]
"ZHENZHEN SCIENCE AND TECHNOLOGY CO., LTD.",Company,1,2021,2021,1,12588,[81766577]
"ZHITONG (SHANGHAI) NEW ENERGY TECHNOLOGY CO., LTD.",Company,1,2023,2023,1,12589,[88444202]
ZHONG CHENGLIN,Individual,1,2022,2022,1,12590,[83143180]
ZHONG XIAOHUA,Individual,1,2020,2020,1,12591,[72383552]
"ZHONGDIDA NEW MATERIAL RESEARCH INSTITUTE (JIANGSU) CO., LTD.",Research Institution,1,2023,2023,1,12592,[91266036]
"ZHONGGUI (BEIJING) AUTHENTICATION CO., LTD.",Company,1,2023,2023,1,12593,[89401358]
ZHOU JIZHI,Individual,1,2018,2018,1,12594,[63632308]
ZHOU JUNMING,Individual,1,2018,2018,1,12595,[62400096]
ZHOU LIANHUI,Individual,1,2020,2020,2,12596,[72146318]
ZHOU LIN,Individual,1,2022,2022,1,12597,[86957041]
ZHOU LINA,Individual,1,2020,2020,1,12598,[73696257]
ZHOU LIXIN,Individual,1,2013,2013,1,12599,[48847608]
ZHOU QIANG,Individual,1,2012,2012,1,12600,[49291440]
ZHOU QING,Individual,1,2013,2013,1,12601,[48847608]
ZHONGXIA NEW ENERGY (SHANGHAI) COMPANY,Company,1,2017,2017,1,12602,[58942194]
ZHONGYANG OZONE TECHNOLOGY (GUANGZHOU) COMPANY,Company,1,2018,2018,1,12603,[62832892]
ZHONGYIN (NINGBO) BATTERY COMPANY,Company,1,2017,2017,1,12604,[61478866]
"ZHONGYIN HENGSHENG (BEIJING) TRADE CO., LTD.",Company,1,2022,2022,1,12605,[82171616]
